time,'Heater 1: T (C)', 'Heater 2: T (C)', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)',,,,,,,,,,,,,
59:04.9,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
59:05.4,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
59:06.0,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:06.5,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:07.0,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:07.5,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:08.1,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:08.6,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:09.1,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:09.7,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:10.2,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:10.7,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:11.2,25.61,25.57,25.54,25.56,25.36,25.45,,,,,,,,,,,,,
59:11.8,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:12.3,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
59:12.8,25.61,25.57,25.54,25.54,25.37,25.46,,,,,,,,,,,,,
59:13.4,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:13.9,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:14.4,25.6,25.57,25.54,25.54,25.37,25.46,,,,,,,,,,,,,
59:14.9,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:15.5,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:16.0,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:16.6,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
59:17.2,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:17.7,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:18.3,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
59:18.8,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
59:19.3,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
59:19.9,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
59:20.5,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
59:21.0,25.6,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
59:21.6,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:22.1,25.6,25.57,25.54,25.54,25.37,25.46,,,,,,,,,,,,,
59:22.7,25.6,25.57,25.54,25.54,25.37,25.46,,,,,,,,,,,,,
59:23.2,25.6,25.57,25.54,25.54,25.37,25.46,,,,,,,,,,,,,
59:23.8,25.6,25.57,25.54,25.54,25.37,25.46,,,,,,,,,,,,,
59:24.3,25.6,25.57,25.54,25.54,25.37,25.46,,,,,,,,,,,,,
59:24.8,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:25.4,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:25.9,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:26.4,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:26.9,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:27.5,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:28.0,25.6,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
59:28.6,25.6,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
59:29.1,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:29.7,25.61,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:30.3,25.61,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
59:30.9,25.61,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
59:31.4,25.61,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:31.9,25.61,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:32.5,25.61,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:33.2,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
59:33.7,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
59:34.3,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:34.9,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:35.4,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:36.0,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:36.5,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:37.1,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:37.7,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:38.2,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:38.8,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
59:39.3,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
59:39.9,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:40.4,25.6,25.57,25.53,25.54,25.36,25.45,,,,,,,,,,,,,
59:41.0,25.61,25.57,25.53,25.54,25.36,25.45,,,,,,,,,,,,,
59:41.5,25.61,25.57,25.53,25.55,25.36,25.45,,,,,,,,,,,,,
59:42.0,25.61,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
59:42.6,25.61,25.57,25.53,25.55,25.36,25.45,,,,,,,,,,,,,
59:43.1,25.61,25.57,25.53,25.54,25.37,25.44,,,,,,,,,,,,,
59:43.6,25.61,25.57,25.53,25.54,25.37,25.44,,,,,,,,,,,,,
59:44.2,25.61,25.57,25.53,25.55,25.36,25.45,,,,,,,,,,,,,
59:44.7,25.61,25.57,25.53,25.56,25.36,25.45,,,,,,,,,,,,,
59:45.2,25.61,25.57,25.54,25.57,25.36,25.45,,,,,,,,,,,,,
59:45.7,25.61,25.57,25.54,25.57,25.36,25.45,,,,,,,,,,,,,
59:46.3,25.61,25.57,25.54,25.56,25.36,25.45,,,,,,,,,,,,,
59:46.8,25.61,25.57,25.54,25.57,25.36,25.45,,,,,,,,,,,,,
59:47.4,25.61,25.57,25.54,25.57,25.36,25.45,,,,,,,,,,,,,
59:47.9,25.61,25.57,25.54,25.57,25.36,25.45,,,,,,,,,,,,,
59:48.5,25.61,25.57,25.54,25.58,25.36,25.45,,,,,,,,,,,,,
59:49.1,25.61,25.57,25.54,25.58,25.36,25.45,,,,,,,,,,,,,
59:49.6,25.61,25.57,25.54,25.57,25.36,25.45,,,,,,,,,,,,,
59:50.2,25.61,25.57,25.54,25.56,25.36,25.45,,,,,,,,,,,,,
59:50.7,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:51.3,25.61,25.57,25.54,25.55,25.36,25.45,,,,,,,,,,,,,
59:51.9,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:52.4,25.61,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:53.0,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
59:53.5,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
59:54.1,25.61,25.58,25.54,25.54,25.37,25.44,,,,,,,,,,,,,
59:54.6,25.61,25.58,25.54,25.54,25.37,25.44,,,,,,,,,,,,,
59:55.2,25.61,25.58,25.54,25.54,25.37,25.44,,,,,,,,,,,,,
59:55.7,25.61,25.58,25.54,25.54,25.37,25.44,,,,,,,,,,,,,
59:56.2,25.61,25.58,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:56.8,25.61,25.58,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
59:57.3,25.61,25.58,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:57.9,25.61,25.58,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
59:58.4,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
59:59.0,25.61,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
59:59.5,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
00:00.0,25.6,25.57,25.54,25.53,25.37,25.45,,,,,,,,,,,,,
00:00.6,25.6,25.57,25.54,25.54,25.37,25.45,,,,,,,,,,,,,
00:01.2,25.6,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:01.7,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:02.3,25.6,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:02.9,25.6,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:03.4,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:04.0,25.6,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:04.5,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:05.1,25.61,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
00:05.6,25.61,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
00:06.2,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:06.7,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:07.3,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:07.9,25.61,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:08.4,25.6,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:09.0,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:09.7,25.61,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:10.2,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:10.8,25.61,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
00:11.3,25.61,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:11.9,25.6,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:12.4,25.61,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:12.9,25.61,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:13.5,25.61,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:14.0,25.6,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:14.5,25.6,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:15.0,25.6,25.57,25.54,25.57,25.37,25.45,,,,,,,,,,,,,
00:15.5,25.6,25.57,25.54,25.57,25.37,25.45,,,,,,,,,,,,,
00:16.1,25.6,25.57,25.54,25.57,25.37,25.45,,,,,,,,,,,,,
00:16.6,25.6,25.57,25.54,25.57,25.37,25.45,,,,,,,,,,,,,
00:17.2,25.6,25.57,25.54,25.57,25.37,25.45,,,,,,,,,,,,,
00:17.7,25.6,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:18.2,25.6,25.57,25.54,25.57,25.37,25.45,,,,,,,,,,,,,
00:18.8,25.6,25.57,25.53,25.58,25.37,25.45,,,,,,,,,,,,,
00:19.4,25.6,25.57,25.53,25.57,25.37,25.45,,,,,,,,,,,,,
00:19.9,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
00:20.5,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
00:21.0,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:21.6,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
00:22.2,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
00:22.8,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
00:23.3,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:23.8,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:24.4,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
00:24.9,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:25.5,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
00:26.0,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
00:26.6,25.61,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
00:27.1,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
00:27.6,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
00:28.2,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
00:28.7,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
00:29.3,25.6,25.57,25.53,25.53,25.37,25.45,,,,,,,,,,,,,
00:29.8,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:30.4,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:30.9,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:31.2,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:31.8,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:32.3,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:32.9,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:33.5,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:34.0,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:34.6,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:35.1,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:35.7,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:36.2,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:36.8,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:37.4,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:37.9,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:38.5,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:39.1,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:39.6,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:40.2,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:40.8,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
00:41.3,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:41.9,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:42.4,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:43.0,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:43.5,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:44.1,25.6,25.57,25.53,25.55,25.37,25.46,,,,,,,,,,,,,
00:44.7,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:45.2,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:45.7,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
00:46.4,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
00:47.0,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
00:47.5,25.6,25.57,25.54,25.58,25.37,25.46,,,,,,,,,,,,,
00:48.1,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
00:48.6,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
00:49.2,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
00:49.8,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
00:50.3,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
00:50.9,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
00:51.5,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
00:51.9,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
00:52.4,25.6,25.57,25.54,25.56,25.37,25.47,,,,,,,,,,,,,
00:53.0,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
00:53.5,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
00:54.1,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
00:54.6,25.6,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:55.1,25.6,25.57,25.54,25.56,25.37,25.46,,,,,,,,,,,,,
00:55.7,25.6,25.57,25.54,25.56,25.37,25.45,,,,,,,,,,,,,
00:56.2,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:56.7,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:57.2,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:57.8,25.6,25.57,25.53,25.55,25.37,25.46,,,,,,,,,,,,,
00:58.3,25.6,25.57,25.53,25.55,25.37,25.46,,,,,,,,,,,,,
00:58.8,25.6,25.57,25.53,25.55,25.37,25.46,,,,,,,,,,,,,
00:59.4,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
00:59.9,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:00.4,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
01:01.0,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:01.5,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:02.1,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:02.7,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
01:03.2,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
01:03.8,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:04.4,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:04.9,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:05.5,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
01:06.0,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
01:06.7,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
01:07.3,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:07.9,25.6,25.57,25.53,25.58,25.37,25.46,,,,,,,,,,,,,
01:08.4,25.6,25.57,25.54,25.58,25.37,25.46,,,,,,,,,,,,,
01:09.1,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
01:09.6,25.6,25.57,25.54,25.58,25.37,25.46,,,,,,,,,,,,,
01:10.1,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
01:10.5,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
01:10.9,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
01:11.4,25.6,25.57,25.54,25.56,25.37,25.46,,,,,,,,,,,,,
01:11.8,25.6,25.57,25.54,25.56,25.37,25.46,,,,,,,,,,,,,
01:12.2,25.6,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
01:12.6,25.6,25.57,25.54,25.55,25.37,25.45,,,,,,,,,,,,,
01:13.0,25.6,25.57,25.53,25.55,25.37,25.46,,,,,,,,,,,,,
01:13.4,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:13.9,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:14.3,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:14.8,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:15.3,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:15.7,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:16.0,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:16.4,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:16.8,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:17.3,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:17.7,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:18.2,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:18.6,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:19.1,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:19.5,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
01:20.0,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:20.4,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:20.9,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:21.3,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:21.7,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:22.1,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
01:22.6,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:23.0,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:23.4,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:23.8,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:24.2,25.6,25.57,25.53,25.57,25.37,25.45,,,,,,,,,,,,,
01:24.6,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:25.1,25.6,25.57,25.53,25.57,25.37,25.45,,,,,,,,,,,,,
01:25.5,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:25.9,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:26.3,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:26.7,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:27.1,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:27.6,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
01:28.0,25.6,25.57,25.53,25.54,25.37,25.45,,,,,,,,,,,,,
01:28.4,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:28.8,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:29.3,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:29.7,25.6,25.57,25.53,25.55,25.37,25.45,,,,,,,,,,,,,
01:30.1,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:30.5,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:30.9,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:31.3,25.6,25.57,25.53,25.56,25.37,25.45,,,,,,,,,,,,,
01:31.8,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
01:32.2,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
01:32.6,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
01:33.0,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:33.4,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:33.9,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:34.3,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:34.7,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:35.1,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:35.5,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:36.0,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:36.4,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:36.8,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:37.3,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:37.7,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:38.1,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:38.5,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:38.9,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
01:39.3,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:39.8,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
01:40.2,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:40.6,25.6,25.57,25.53,25.56,25.37,25.46,,,,,,,,,,,,,
01:41.0,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:41.5,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
01:41.9,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
01:42.3,25.6,25.57,25.54,25.57,25.37,25.46,,,,,,,,,,,,,
01:42.8,25.6,25.57,25.54,25.58,25.37,25.46,,,,,,,,,,,,,
01:43.2,25.6,25.57,25.54,25.58,25.37,25.46,,,,,,,,,,,,,
01:43.6,25.6,25.57,25.54,25.58,25.37,25.47,,,,,,,,,,,,,
01:44.1,25.6,25.57,25.54,25.59,25.37,25.46,,,,,,,,,,,,,
01:44.5,25.6,25.57,25.54,25.59,25.37,25.46,,,,,,,,,,,,,
01:44.9,25.6,25.57,25.54,25.58,25.37,25.47,,,,,,,,,,,,,
01:45.3,25.6,25.57,25.53,25.58,25.37,25.46,,,,,,,,,,,,,
01:45.7,25.6,25.57,25.53,25.58,25.37,25.47,,,,,,,,,,,,,
01:46.1,25.6,25.57,25.53,25.58,25.37,25.47,,,,,,,,,,,,,
01:46.5,25.6,25.57,25.53,25.58,25.37,25.47,,,,,,,,,,,,,
01:47.0,25.6,25.57,25.53,25.58,25.37,25.46,,,,,,,,,,,,,
01:47.4,25.6,25.57,25.53,25.58,25.37,25.46,,,,,,,,,,,,,
01:47.8,25.6,25.57,25.53,25.57,25.37,25.46,,,,,,,,,,,,,
01:48.3,25.6,25.57,25.53,25.58,25.37,25.47,,,,,,,,,,,,,
01:48.7,25.6,25.57,25.53,25.58,25.37,25.46,,,,,,,,,,,,,
01:49.1,25.6,25.57,25.53,25.58,25.37,25.47,,,,,,,,,,,,,
01:49.6,25.6,25.57,25.54,25.58,25.37,25.47,,,,,,,,,,,,,
01:50.0,25.6,25.57,25.54,25.58,25.37,25.47,,,,,,,,,,,,,
